Index	Label
812	0
813	0
814	0
815	0
816	0
817	0
818	1
819	0
820	0
821	1
822	1
823	1
824	1
825	1
826	1
827	1
828	0
829	0
830	1
831	0
832	0
833	0
834	1
835	1
836	0
837	0
838	1
839	1
840	1
841	0
842	1
843	1
844	1
845	1
846	1
847	0
848	0
849	0
850	0
851	1
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	1
862	0
863	0
864	0
865	0
866	1
867	1
868	1
869	0
870	1
871	1
872	1
873	0
874	1
875	1
876	1
877	1
878	1
879	0
880	1
881	1
882	0
883	0
884	0
885	0
886	0
887	0
888	1
889	0
890	1
891	0
892	1
893	1
894	1
895	1
896	1
897	1
898	1
899	1
900	1
901	0
902	0
903	0
904	1
905	0
906	0
907	1
908	1
909	1
910	1
911	0
912	1
913	0
914	1
915	0
916	1
917	1
918	0
919	1
920	1
921	0
922	0
923	0
924	0
925	1
926	1
927	0
928	0
929	0
930	1
931	0
932	0
933	0
934	0
935	1
936	1
937	1
938	0
939	0
940	0
941	0
942	0
943	1
944	1
945	0
946	0
947	1
948	1
949	0
950	0
951	1
952	0
953	0
954	1
955	0
956	0
957	1
958	1
959	0
960	1
961	0
962	0
963	0
964	1
965	0
966	1
967	0
968	0
969	0
970	1
971	1
972	1
973	1
974	1
975	1
976	1
977	1
978	1
979	1
980	1
981	0
982	0
983	0
984	1
985	1
986	0
987	0
988	0
989	0
990	1
991	0
992	0
993	1
994	1
995	0
996	1
997	0
998	1
999	0
